title,author,publisher,series,sales_date,isbn,price,item_url,image_url,description,availability
新・脳の探検. 下 (脳から「心」と「行動」を見る),"フロイド・E.ブルーム 他著 , 中村克樹, 久保田競 監訳",講談社,ブルーバックス,2004.1,4062574322,2200,https://books.rakuten.co.jp/rb/1634115/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0625/06257432.jpg,詳細な脳イラストと、特別な知識をもたなくても理解できるわかりやすい解説で定評のある名著を全面改訂。脳に興味をもつすべての人へ。,1
怪談の科学. part 2 (たたりじぁ～),中村希明 著,講談社,ブルーバックス,1989.7,4061327836,811,https://books.rakuten.co.jp/rb/363103/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,「この科学時代にたたりなんて」と一笑にふす人でも、お盆に墓まいりを欠かすと何か悪い事がおこりそうな気がするもの。まして昨今は水子供養に占いや霊媒、オカルトもの、密教などが大ブーム。「もしかして…」との心配は誰の心の中にもありそうだ。それでは、たたりやもののけの正体は何か、と本書に集められた今昔物語や現代の怪談を読み進んでいくと-、話の中から、時代と人の心が創り出す奇怪なものの姿が浮かび上ってくる。そうです、たたりはやっぱり…。,1
数の概念,髙木貞治 著,講談社,ブルーバックス ; B-2114,2019.1,9784065170670,1100,https://books.rakuten.co.jp/rb/16054444/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0670/9784065170670.jpg,"日本近代数学の祖・高木貞治（明治8年〜昭和35年）が昭和24年に物した生涯最後の著書。「数とは何ぞや」という問いに、「一般的教養としても、哲学的思考を有する人々の関心をひく問題」として、簡潔に答えを提示。整数とは、有理数とは、実数とは。矛盾のない理論を証明すべく挑む。大学院生時代の明治31年に物した初の著作『新撰算術』以来50年、生涯続いた「算術」の基礎への関心が、ここに貫かれている。
序
前書き
第1章　整数
§1.整数の公理
§2.一般定理
§3.無限列としての整数
§4.加法
§5.乗法
§6.無限列の範疇性
§7.自然数、正負の整数
§8.物の数、計量数
§9.無限集合
§10.環
第2章　有理数
§11.有理数の四則
§12.有理数の符号と大小の順序
§13.有理数の集合
第3章　実数
§14.連続集合
§15.連続集合に関する一般的の定理
§16.加法定理
§17.実数の概念
§18.数列の収斂
§19.乗法・除法
§20.十進法による実数の表現
§21.実数体系の特徴
附録
§22.カントル、メレーの実数論
§23.巾根について
§24.加法公理の幾何学的の意味
§25.連続公理と加法公理との交渉
補遺

解説（秋山仁）",1
化学用語小辞典,"ジョン・ディンティス 編 , 山崎昶 訳",講談社,ブルーバックス,1983.11,4061181521,1281,https://books.rakuten.co.jp/rb/126774/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
超ひも理論入門. 下,"F.デーヴィッド・ピート 著 , 久志本克己 訳",講談社,ブルーバックス,1990.8,4061328328,811,https://books.rakuten.co.jp/rb/427784/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,これまでの物理学は、線分の中に大きさのない点が無限にあるとする数学に基づいて築かれ、時空を無限小に分割できる連続体として扱ってきた。だが量子論では、光さえ連続的なものではなく、究極的には不連続の量子-光子によって表現されなければならない。なぜ空間はその例外で、無限分割が可能だというのか？世界を記述するにふさわしい別の数学があるのではないか？アインシュタインの一般相対性理論は時空の幾何学の理論だが、この幾何学は量子論を盛り込んだ世界ではどう見えるだろうか？,1
作る・日曜大工,木村鉄雄 著,講談社,ブルーバックス. Do science,1985.7,4061326155,968,https://books.rakuten.co.jp/rb/192861/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
野鳥検索小図鑑. 山野の鳥,"中村登流, 行田哲夫 著",講談社,ブルーバックス,1984.4,4061181661,1210,https://books.rakuten.co.jp/rb/144448/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
数学用語小辞典,"クリストファー・クラファム 著 , 芹沢正三 訳",講談社,ブルーバックス,1996.3,4062571137,1601,https://books.rakuten.co.jp/rb/791820/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1135/9784062571135.jpg,,1
パソコンBASIC辞典,塩野修 編著,講談社,ブルーバックス,1989.8,4061327887,939,https://books.rakuten.co.jp/rb/370813/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,ＢＡＳＩＣを基礎から勉強したい人や、単語の使い方を知りたい人ーアルファベット順の単語解説と、★印の数で単語の重要度を一目でナットク。何らかの処理をしたいのに、どのコマンドを使えばいいのかわからない人ー機能別逆引き索引が強力。使ったことのない機種のＢＡＳＩＣプログラムを読みこなしたい人や、他機種にプログラムを移植したい人ー別機種同意語、関連語が便利。,1
新・天文学事典,谷口義明 監修,講談社,ブルーバックス ; B-1806,2013.3,9784062578066,2970,https://books.rakuten.co.jp/rb/12205201/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8066/9784062578066.jpg,"宇宙論からはじまり、いま話題のダークエネルギー、ダークマターから、我々に身近な銀河、銀河系、星、太陽、星間物質、銀河間物質、さらに最新注目されているブラックホールや宇宙生物学の研究、ロケットや小惑星探査機といった宇宙開発の歴史と未来、天文教育まで、第一線で活躍する研究者が詳しく解説。
天文学の全体が概観できる、読んで見て楽しめるカラー事典。
第1章　宇宙論
第2章 ダークエネルギー
第3章　ダークマター
第4章　宇宙の大規模構造 
第5章　銀河
第6章　銀河系
第7章　星
第8章　太陽
第9章 太陽系
第10章 太陽系外惑星
第11章 ブラックホール
第12章 巨大ブラックホールと 活動銀河中心核 
第13章 星間物質
第14章 銀河間物質
第15章 宇宙生物学
第16章 観測技術
第17章 飛翔体による宇宙探査と宇宙開発
第18章 天文学の教育と普及",1
手術はすごい,石沢武彰 著,講談社,ブルーバックス ; B-2283,2025.1,9784065385067,1210,https://books.rakuten.co.jp/rb/18105156/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5067/9784065385067_1_2.jpg,"医師の思考力と技能、器具の進化、そして患者の生命力ーー。
手術には3つの要素が組み合わさっていた!!
消化器外科医が考える「最高のオペ」とは？

手術を受ける人も、外科医を目指す人も、まずはこの1冊から！

●「時間を戻す」魔法の薬と「臓器トレーニング」
●メスは最初の一刀だけ？　現代の手術器具はハイテクの塊
●「光」やAIを使って標的の腫瘍を正確に知る技術
●達人の糸さばきーー古くて新しい針糸の世界
●神様が定めた「身体の糊付け」を剥がすワザ
●良い外科医ほど、絵画も上手いのはなぜ？

【本書で詳細に扱う主な手術例　いずれも医師自身による詳細なスケッチつき】
1：胆石症に対する腹腔鏡下胆のう摘出術
2：大腸癌肝転移に対する右肝切除術
3：肝細胞癌に対するロボット支援肝S8切除術
4：膵癌に対する膵頭十二指腸切除術　

【本書の主な内容】
1章　戦略・戦術編
手術だけが成し得ること／「マージン」と「リンパ節郭清」／「手先の器用さ」よりも「思考過程」／求められる病院の総合力　ほか
2章　武器編
鋼製小物／切開と凝固を行うことができる電気メス／血管シーリングシステム／手術支援ロボットの「骨格」　ほか
3章　技術編　その1
達人への道は「道具の持ち方」から／堅実な結節縫合か、華麗な連続縫合か／素早く確実に結紮するための「糸結び」各流派／　ほか
4章　技術編　その2
「剥離」のワザーー神様の「糊付け」を剥がせ！／肝臓とブロッコリーとパリ市街の共通点／達人が魅せる「一筆書き」の手術　ほか
5章　実践編（詳細な術式スケッチつき）
胆石症に対する腹腔鏡下胆のう摘出術／大腸癌肝転移に対する右肝切除術／肝細胞癌に対するロボット支援肝S8切除術／膵癌に対する膵頭十二指腸切除術　ほか
1章　戦略・戦術編
2章　武器編
3章　技術編　その1
4章　技術編　その2
5章　実践編",1
記憶のしくみ. 下 (脳の記憶貯蔵のメカニズム),"ラリー・R・スクワイア, エリック・R・カンデル 著 , 小西史朗, 桐野豊 監修 , [伊藤悦朗], [宋時栄] [訳]",講談社,ブルーバックス ; B-1843,2013.12,9784062578431,1760,https://books.rakuten.co.jp/rb/12563025/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8431/9784062578431.jpg,"下巻では、いよいよ、人のアイデンティティー（独自性）を決める陳述記憶が、シナプスでどのように保存されるかのメカニズムを中心に解説しています。たとえば、電話番号をおぼえるような短期的記憶から、生涯にわたって忘れることのない記憶まで、そのメカニズムにどんな違いがあるのか。長期記憶を支える分子として、どんな種類のものがはたらいているのか。このような記憶の分子メカニズムが、どのような実験によって明らかにされてきたのかなどが明解に説明されています。
また、運動技能、習慣や連合学習（二つの刺激を組み合わせた記憶、古典的条件づけ）のメカニズムも説明しています。脳が膨大な量の記憶を獲得し保持できるのは、脳内のシナプスが構造的、機能的に可塑性を示す（可変である）ことに依存しているという思想が、本書の基調となっています。最後に、このような記憶の分子生物学および認知神経科学から、現代の高齢化社会における大きな課題である記憶能力の障害、つまりアルツハイマー病のような認知症の克服に向けて、どのような寄与ができるかを展望しています。
第6章　陳述記憶のためのシナプスにおける貯蔵メカニズム
第7章　短期記憶から長期記憶へ
第8章　プライミング、知覚学習そして情動学習
第9章　技能、習慣および条件づけのための記憶
第10章　記憶と個性の生物学的基礎",1
新・物理学事典,"大槻義彦, 大場一郎 編",講談社,ブルーバックス ; B-1642,2009.6,9784062576420,2530,https://books.rakuten.co.jp/rb/6099568/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6420/9784062576420.jpg,"現代物理学の全体が概観できる「読む事典」 ロングセラー『現代物理学小事典』の改訂版。現代物理学全体を12章に分け、各章独立に読み進めることができる。索引を利用すれば用語事典としても使える。
第1章　素粒子物理学
第2章　原子核物理学
第3章　原子物理学
第4章　物性物理学
第5章　量子力学
第6章　相対性理論
第7章　電磁気学
第8章　熱学・熱力学・統計力学
第9章　非平衡系の熱力学・統計力学
第10章　流体力学
第11章　波動
第12章　力学",1
太陽系45億年の旅. 続,岩崎賀都彰 著,講談社,ブルーバックス,1985.5,4061326074,1068,https://books.rakuten.co.jp/rb/186247/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
現代天文学小事典,,講談社,ブルーバックス,1983.3,4061181297,2200,https://books.rakuten.co.jp/rb/105110/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0611/06118129.jpg,,1
エコロジー小事典,"マイケル・アラビー 編 , 今井勝, 加藤盛夫 訳",講談社,ブルーバックス,1998.5,4062572176,2200,https://books.rakuten.co.jp/rb/974457/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2170/9784062572170.jpg,エコロジーに関する用語５０００項目収録した事典。環境の汚染と保全に関する用語、ならびにエコロジーに由来する用語に加えて、生物地理学、動物行動学、進化説ならびに分類学上の関連用語とともに、動・植物学、気候学ならびに気象学、海洋学、水文学、土壌学、氷河学および地形学用語も掲載。見出し語は五十音順に配列。欧文索引付き。,1
現代物理学小事典,,講談社,ブルーバックス,1993.12,4061329979,2200,https://books.rakuten.co.jp/rb/631205/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9973/9784061329973.jpg,現地物理学全体を九章に分け、より先端的な分野から基礎分野へと配置。各章それぞれ独立に読み進むことができる。それぞれの分野の第一線で活躍中の研究者が鋭意執筆。索引を利用すれば用語辞典としても使える。物理学の発展に寄与した人物紹介のコラム付き。,1
現代統計学小事典,鈴木義一郎 著,講談社,ブルーバックス,1998.3,4062572087,1276,https://books.rakuten.co.jp/rb/958597/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2088/9784062572088.jpg,統計学全般から用語を収録した統計学事典。統計学用語は五十音順、著名学者のプロフィールでは生年月日順に配列、巻末に体系索引、事項索引、人名索引が付く。,1
「病は気から」の科学. part 2,高田明和 著,講談社,ブルーバックス,1991.7,4061328808,990,https://books.rakuten.co.jp/rb/478894/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0613/06132880.jpg,ナポレオンはなぜ兵士四万人に匹敵したか？「人は夢を失うと老いる」という言葉があります。たしかに私たちの精神の状態は、老化とか病の進行に大きな影響力をもっています。ガンのような難病でも、精神的な支えを与えられた患者には、はっきりと延命効果がみとめられるのです。またリューマチは、ガンバリ屋の女性が精神的ストレスに屈してしまったようなときに出やすいこともわかっています。このように、病気の発病や治癒に、精神力は大きな影響を与えていますが、それはまた、ナポレオンやマリー・アントワネットの例でもわかるように、人生そのものに決定的な役割を果たすのです…。,1
調べる・身近な水,小倉紀雄 著,講談社,ブルーバックス. Do science,1987.8,4061326961,1320,https://books.rakuten.co.jp/rb/276241/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0613/06132696.jpg,私たちのまわりの川・池・湖の水はどれくらい汚れているか。水道や井戸の水のおいしさはどうか。また、大気汚染のため雨が酸性になっていないかー。すべての生命の源である水は、人間活動の影響をいたって受けやすい。自分自身の手で水質を調べてみると、水の世界の実態がぐっと身近になり、環境保護・水の浄化の必要性が実感される。単純ながらこの上なく貴重な水を知るためのガイドブック。,1
新・化学用語小辞典,"ジョン・ディンティス 編 , 山崎昶, 平賀やよい 訳",講談社,ブルーバックス,1993.11,4061329871,2200,https://books.rakuten.co.jp/rb/625617/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9874/9784061329874.jpg,現代化学の理解に必須な３６００項目の用語をわかりやすく解説。巻末に英文索引をはじめ、周期表、ＳＩ単位系など諸資料を収載。コンピュータ検索を可能にするＣＡＳのＲｅｇｉｓｔｒｙ　Ｎｕｍｂｅｒを附して記載。日本語名・英語名を併記した実用性最優先の表記方法を採用。,1
物理学天才列伝. 上 (ガリレオ、ニュートンからアインシュタインまで),"ウィリアム・H.クロッパー 著 , 水谷淳 訳",講談社,ブルーバックス ; B-1663,2009.12,9784062576635,1430,https://books.rakuten.co.jp/rb/6280533/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6635/9784062576635.jpg,"ガリレオからホーキングまで網羅した決定版
物理学に大きな足跡を残した学者たち30人の生涯を紹介。
彼らの素顔を通して、物理学の発展をたどることもできる。
上巻は力学、熱力学、電磁気学、相対論など。
1．力学　ガリレオ／ニュートン
2．熱力学　カルノー／マイヤー／ジュール／ヘルムホルツ／トムソン／クラウジウス／ギブス／ネルンスト
3．電磁気学　ファラデー／マクスウェル
4．統計力学　ボルツマン
5．相対論　アインシュタイン",1
脳研究の最前線. 上,理化学研究所脳科学総合研究センター 編,講談社,ブルーバックス ; B-1570,2007.1,9784062575706,1254,https://books.rakuten.co.jp/rb/4998169/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5706/9784062575706.jpg,,1
学びなおし!数学. 代数・解析編,黒木哲徳 著,講談社,ブルーバックス ; B-2265,2024.6,9784065362259,1210,https://books.rakuten.co.jp/rb/17886378/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2259/9784065362259_1_2.jpg,"なるほど！　そうだったのか、数学。

小学校から高校まで学ぶ算数・数学のうち、とくに押さえておくべき「重要キーワード」を一つひとつ解説していくことで、体系的・構造的に数学を学べるよう工夫しています。
ロングセラー『なっとくする数学記号』の著者にして、数学教育を知り尽くした専門家だから書けた、「学びなおし」の決定版！

第1部　「数」とは何か　
　　　　小数と分数、そして量の性質
01　基数と序数／数の二面性って　
02　命数と記数／1対1が基本です　
03　世紀の大発明・位取り記数法／101匹のワンちゃん
04　離散量と連続量（外延量と内包量）／量こそ数の命
05　小数と分数／仲良しこよしでも生まれが違う
06　割合／賢い市民になる登竜門


第2部　　方程式から考える
　　　　有理数、無理数、さらに複素数
07　算術の基本定理と素数／エラトステネスのふるい
08　最大公約数とユークリッド互除法／あなたも壁貼り職人
09　不定方程式とユークリッド互除法／小学生も挑戦
10　有理数と無理数／√2 ＋√3 はどうする
11　連分数展開／分数で迫る無理数の姿
12　グラフと曲線／デカルトに感謝！　数学を飛躍させた発明
COLUMN1：　パラボラアンテナの秘密
13　2次方程式アラカルト／なぜか話題に上る解の公式
14　複素数／領土拡張は数学だけにしよう
15　複素数と代数学の基本定理／カルダノさんの戯れ


第3部　関数と微積分
　　　指数、対数から微分方程式へ
16　指数関数／喜びも悲しみも幾年月
17　対数関数／掛け算を足し算にする魔術
18　 職人気質（対数表）／計算機のない時代の宝物
19　微分法(微分係数)／接してみなければわからない
20　微分法(導関数)／傾きでできる関数
COLUMN2：三角関数の導関数
21　微分法(級数展開)／関数を丸裸にする
22　ネイピア数／どうでもいい（e）話？
23　積分法(求積)／紀元の昔からある面積計算
24　積分法と微分法／ニュートンとライプニッツの合わせ技
25　積分法（不定積分と定積分）／やってみよう積分
26　微分方程式／アンダーコントロール?

第4部　数学にまつわるさらなる話題
　　　　現代数学の位相
27　確率と大数の法則／賭け事に始まって数学となる
28　暗号と数論／新しい時代に必要な守護神
29　フェルマーの最終定理とABC予想／たかが数遊びと思うことなかれ",1
脳研究の最前線. 下,理化学研究所脳科学総合研究センター 編,講談社,ブルーバックス ; B-1571,2007.1,9784062575713,1254,https://books.rakuten.co.jp/rb/4998170/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5713/9784062575713.jpg,"理化学研究所脳科学総合研究センター　創立10周年記念出版
脳は人間を理解するための基礎を与える。",1
物理学天才列伝. 下 (プランク、ボーアからキュリー、ホーキングまで),"ウィリアム・H.クロッパー 著 , 水谷淳 訳",講談社,ブルーバックス ; B-1664,2009.12,9784062576642,1430,https://books.rakuten.co.jp/rb/6280534/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6642/9784062576642.jpg,"ガリレオからホーキングまで一冊でわかる!
物理学に大きな足跡を残した学者たち30人の生涯を紹介。
彼らの素顔を通して、物理学の発展をたどることもできる。
下巻は量子力学、原子核物理学、天文学など。
6．量子力学　プランク／ボーア／パウリ／ハイゼンベルク／シュレーディンガー／ド・ブロイ
7．原子核物理学　キュリー／ラザフォード／マイトナー／フェルミ
8．素粒子物理学　ディラック／ファインマン／ゲルマン
9．天文学、天体物理学、宇宙論　ハッブル／チャンドラセカール／ホーキング",1
小事典からだの手帖. パート2 (骨の基礎医学から疾患まで),高橋長雄 著,講談社,ブルーバックス,1991.11,4061328956,789,https://books.rakuten.co.jp/rb/501465/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,織田信長は浅井長政親子を滅ぼして、そのどくろから「どくろ杯」をつくって、酒宴の席でまわしのみをしたという。しかし、現実にそんなことは可能だったのだろうか。私たちのからだの骨（新生児で３５０個、成人２０６個）は、単に「骨組み」としてだけでなく、血液を生み、カルシウムを貯蔵し、血液をチェックするなど獅子奮迅のはたらきをしている。本書では、骨の基礎医学から主な疾患まで、驚くべき精緻でダイナミックな骨のメカニズムを、トピックスをまじえながら探究する。,1
創る・動くおもちゃ,酒井高男 著,講談社,ブルーバックス. Do science,1986.4,4061326473,968,https://books.rakuten.co.jp/rb/217859/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
星座早見検索小図鑑. 下 (秋～冬),林完次 著,講談社,ブルーバックス,1983.8,4061181416,1388,https://books.rakuten.co.jp/rb/115600/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
星座早見検索小図鑑. 上 (春～夏),林完次 著,講談社,ブルーバックス,1983.2,4061181106,1388,https://books.rakuten.co.jp/rb/102853/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
組み立てる・IC工作,西田和明 著,講談社,ブルーバックス. Do science,1985.7,4061326163,935,https://books.rakuten.co.jp/rb/192862/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
新しい応用数学入門. 上 (販売予測から生物のスケーリング法まで),"クリスティーヌ・ボンディ 編 , 宮崎忠 訳",講談社,ブルーバックス,1993.5,4061329642,832,https://books.rakuten.co.jp/rb/594902/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9645/9784061329645.jpg,数学は、純粋学問的かつ排他的なものと思われそうだが、決してそうではない。一見無味乾燥にさえ思われる数学は、ものごとの本質を明らかにする上で、すばらしい力を発揮する。では、物理あるいは工学上の現象をいかにモデル化して数学を使用できるようにするか。もっと突き進めて、日常の出来事をどのようにして数学で記述できるようにするか…。,1
パソコンで絵をかく,奈和浩子 著,講談社,ブルーバックス,1997.11,4062571943,1540,https://books.rakuten.co.jp/rb/932795/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1944/9784062571944.jpg,理系のあなたも、すぐ描ける！「描けない理由」を徹底追及、誰でもうまく描けるテクニック満載のＣＧの入門書。,1
新しい応用数学入門. 下 (振動の理論からコンピューターまで),"クリスティーヌ・ボンディ 編 , 宮崎忠 訳",講談社,ブルーバックス,1993.5,4061329650,832,https://books.rakuten.co.jp/rb/594903/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9652/9784061329652.jpg,高等学校の数学を知っていれば、本書を読むのに十分で、おつりがくる。まず、基本的な数学事項をも、わかりやすく説明しているからである。その上で、物理学、工学から生物学への応用、さらには日常の現象を解明していくのに数学が力を発揮するようすを、例をあげて具体的に解説する。このいきいきとした応用数学は、社会科学や人文科学はもちろんスパイ小説を見る目さえ変える。,1
化学なんでも相談室. part 2 (衣食住から文学・歴史まで),山崎昶 著,講談社,ブルーバックス,1983.1,4061181475,832,https://books.rakuten.co.jp/rb/124416/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
計算力を強くする. pt.2,鍵本聡 著,講談社,ブルーバックス ; B-1536,2006.12,4062575361,1012,https://books.rakuten.co.jp/rb/4257053/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5362/9784062575362.jpg,"ビジネス・受験に勝つための超テクニック！　毎日やってる計算やパズルを使って計算力を鍛えれば、ものごとを論理的に考えたり瞬発的に判断する力が自然に身につく。ベストセラー「計算力」の待望の第2弾。※この商品は紙の書籍のページを画像にした電子書籍です。文字だけを拡大することはできませんので、タブレットサイズの端末での閲読を推奨します。（ブルーバックス・2006年12月刊）


実生活で直面するどんな難問にも即座に対応できる能力が身につく

ビジネスなどで「計算する能力」というとき、単純な数字の計算だけにとどまらない、数字の裏に潜むさまざまな状況を判断する力をも意味する。意思決定をしなければならない場面に遭遇しても、反射的に問題の道筋を思い描き　迅速かつ正確に問題を解けるかどうかで人生の勝ち組になれるかが決まる？！

＜人生を拓く秘伝の計算術＞
その壱 ややこしい割り算には「二重割り算」
その弐 合成数での割り算には「二回割り算」
その参 十の位の和が10で一の位が等しい2数のかけ算は「十和一等」
その四 十の位が等しく一の位の和が10の2数のかけ算は「十等一和」
その五 平方の計算には「スライド方式」
ーーなどスゴ技満載
第1章 計算力で突破口を開け
第2章 損得勘定も計算力のうち
第3章 先を読むための計算力
第4章 計算視力を強くする",1
大陸と海洋の起源,"アルフレッド・ウェゲナー 著 , 竹内均 訳",講談社,ブルーバックス ; B-2134,2020.4,9784065194041,1650,https://books.rakuten.co.jp/rb/16231735/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4041/9784065194041_1_13.jpg,"名著復刊！　「大陸移動説」を世に問い、現代地球科学の端緒となった歴史的一冊を新書化！　

永久不変と考えられていた大陸は、長い年月をかけてゆっくりと移動していた。常識を覆す「大陸移動説」はどのように生まれたのか。ウェゲナーが生涯をかけて取り組んだ研究の集大成となる一冊を、竹内均博士が全訳し、その後の地球科学の発展について鎌田浩毅博士の解説を加えた決定版。

「大陸移動の考えが最初に私の頭に浮かんだのは一九一〇年のことである。その年に世界地図を眺めながら、大西洋の両側の大陸の海岸線の出入りに、私は深く印象づけられた。（中略）私は地質学と古生物学の分野での適当な研究を好奇心をもって調べることにとりかかった。証拠が確定的であることがすぐにわかった。このようにして大陸移動説が基本的には健全な考えであるという確信が、私の心の中に深く根をおろした。」（第一章「歴史的背景」より）


【本書の内容】
第1章　歴史的背景
第2章　大陸移動説の本性及びそれと地質時代を通じての地球の表面地形の変化に関するこれまでの説明との関係
第3章　測地学的議論
第4章　地球物理学的議論
第5章　地質学的議論
第6章　古生物及び生物学的議論
第7章　古気候学的議論
第8章　大陸移動と極移動の基礎
第9章　移動の原動力
第10章　シアルに関する補助的な観察
第11章　海底に関する補助的観察",1
日本史サイエンス. 2,播田安弘 著,講談社,ブルーバックス ; B-2200,2022.5,9784065280829,1100,https://books.rakuten.co.jp/rb/17113257/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0829/9784065280829_1_2.jpg,"歴史とは、人と物が時間軸・空間軸の中をいかに運動したかを記述するものである。
話題騒然の前作に続き、日本史の「未解決事件」に「科学」を武器に切り込む！

【謎の一】邪馬台国はどこにあったのか？　
九州か、近畿か、それともほかの場所だったのか？　古代史最大の謎に、皆既日食の観測と
『魏志倭人伝』の科学的解読から迫り、女王・卑弥呼はどこにいたのかを推理する！

【謎の二】秀吉は亀甲船に敗れたのか？　
文禄・慶長の役で連戦連勝だった豊臣秀吉軍は、なぜ朝鮮から撤退したのか？　李舜臣が
乗ったとされる「亀甲船」は実在したのか？　新資料をもとにその可能性に迫る！

【謎の三】日本海海戦で日本はなぜ完勝できたのか？　
日露戦争の最終決戦・日本海海戦で、日本海軍はなぜロシア艦隊を壊滅させることができたのか？　
東郷ターンによる「丁字戦法」ではなかった真の勝因を突きとめる！

歴史をサイエンスで読み解くと、日本人が見えてくる！",1
全国科学・博物館ガイド,ブルーバックス編集部 編,講談社,ブルーバックス,1984.6,4061181726,572,https://books.rakuten.co.jp/rb/150406/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
